name,count
"Marge Simpson",57
"Homer Simpson",41
"Lisa Simpson",27
"Evelyn",17
"C. Montgomery Burns",16
"Bart Simpson",9
"Tom Kite",8
"Waylon Smithers",7
"Dorothy Parker-ish Socialite",5
"Marge's Thoughts",4
"Apu Nahasapeemapetilon",3
"Patricia",3
"Roberta",3
"Selma Bouvier",3
"Bumblebee Man",2
"Grampa Simpson",2
"Cletus Spuckler",2
"Guard",2
"Krusty the Clown",2
"Patty Bouvier",2
"Employee",2
"Salesman",1
"Brandine Del Roy",1
"Women",1
"Brittany Brockman",1
"Carl Carlson",1
"Lenny Leonard",1
"Saleslady",1
