name,count
"Homer Simpson",39
"Bart Simpson",36
"Lisa Simpson",25
"Professor Jonathan Frink",24
"Frink Senior",19
"Milhouse Van Houten",14
"Marge Simpson",10
"Death",5
"Moe Szyslak",4
"God",4
"Seymour Skinner",4
"Mayor Joe Quimby",4
"Swedish Scientist",3
"Ned Flanders",3
"Kodos",2
"Frankie the Squealer",2
"Delivery Boy",2
"Jasper Beardly",2
"Jennifer Garner",2
"Dudley Herschbach",2
"Nelson Muntz",2
"Grampa Simpson",1
"Kang",1
"Johnny Tightlips",1
"Miss Hoover",1
"Kids",1
"Wino",1
"Young Professor Frink",1
"Agnes Skinner",1
"Comic Book Guy",1
"Announcer",1
"Mailman",1
"Sideshow Mel",1
"Oscar De La Hoya",1
