name,count
"Homer Simpson",46
"Bart Simpson",25
"Marge Simpson",24
"Kodos",22
"Ned Flanders",19
"Lisa Simpson",15
"Milhouse Van Houten",6
"Nelson Muntz",6
"Seymour Skinner",4
"C. Montgomery Burns",3
"Homer's Thoughts",3
"Agent #2",3
"Agnes Skinner",3
"Chief Wiggum",2
"Moe Szyslak",2
"Lenny Leonard",2
"Groundskeeper Willie",2
"Elevator Voice",1
"MEN IN CROWD",1
"Grampa Simpson",1
"Agent #1",1
"Kang",1
"General",1
"Sideshow Mel",1
"Rev. Timothy Lovejoy",1
"Dr. Julius Hibbert",1
"Apu Nahasapeemapetilon",1
"Krusty the Clown",1
"DOLPH",1
"Kearney Zzyzwicz",1
