name,count
"Homer Simpson",35
"Sideshow Bob",33
"Bart Simpson",24
"Marge Simpson",17
"Lisa Simpson",13
"Chief Wiggum",12
"Fbi Agent #1",8
"Grampa Simpson",6
"Ned Flanders",6
"Blue-Haired Lawyer",4
"Investigator",4
"McBain",3
"Moe Szyslak",3
"Snake Jailbird",3
"Announcer",2
"Lou",2
"Parole Board Head",2
"Man On Screen",2
"Football Announcer",2
"Fbi Agent #2",2
"Jasper Beardly",2
"Little Girl",1
"Sinister Male Voice",1
"Nelson Muntz",1
"Milhouse Van Houten",1
"Schoolyard Girls",1
"Marty",1
"Edna Krabappel-Flanders",1
"MRS KRABAPPEL",1
"Martin Prince",1
"Selma Bouvier",1
"People In Court",1
"Patty Bouvier",1
"Parole Board Member #1",1
"Parole Board",1
"Parole Board Member #2",1
"Woman On Tape",1
"Celestial Choir",1
