name,count
"Marge Simpson",49
"Homer Simpson",48
"Bart Simpson",33
"Lisa Simpson",28
"Grampa Simpson",18
"Raoul",8
"Otto Mann",3
"Attractive Widow",3
"Ralph Wiggum",2
"Moe Szyslak",2
"Clerk",2
"Ryan O'Neal",2
"Stewardess",2
"1st Class Stewardess",2
"Kent Brockman",2
"Widow #1",2
"AIRLINE REP.",2
"Drederick Tatum",2
"American Skipper",2
"Canadian Skipper",2
"Tour Guide",2
"Ned Flanders",2
"Milhouse Van Houten",1
"Kearney Zzyzwicz",1
"Unrecognizable Simpsons",1
"Uncle Tyrone",1
"Carl Carlson",1
"Lenny Leonard",1
"Ali McGraw",1
"Krusty the Clown",1
"Fit Man",1
"10 Years Younger Homer",1
"10 Years Younger Marge",1
"Female Gate Announcer",1
"Airline Employee",1
"Pilot",1
"Hotel Operator",1
"Young Wife",1
"Young Husband",1
"Animal Character",1
"Widow #2",1
"Widows",1
"Waiter",1
