name,count
"Homer Simpson",40
"10-Year-Old Homer",35
"Marge Simpson",29
"TEN-YEAR-OLD MARGE",23
"Bart Simpson",17
"Milhouse Van Houten",9
"Lisa Simpson",9
"Moe Szyslak",9
"Security Guard",7
"Patty Bouvier",6
"Ms. Killebrew",5
"10-Year-Old Lenny",4
"10-Year-Old Carl",4
"Captain Horatio McCallister",4
"Girl",3
"Cookie Kwan",3
"Homer's Mind",3
"Selma Bouvier",3
"T.J.",2
"Marge's Mind",2
"Chief Wiggum",2
"Ralph Wiggum",1
"Sherri Mackleberry",1
"Terri Mackleberry",1
"Grampa Simpson",1
"Boys",1
"Young Helen",1
"HELEN",1
"Comic Book Guy",1
"Guard On Walkie-talkie",1
