name,count
"Homer Simpson",46
"Bart Simpson",40
"Announcer",10
"Marge Simpson",9
"Patrick",8
"CHEEKBONE CHINESE SPY",7
"Lisa Simpson",6
"Milhouse Van Houten",4
"Fat Chinese Spy",4
"Goatee Chinese Spy",4
"Sam",3
"Groundskeeper Willie",3
"Apu Nahasapeemapetilon",3
"James Lipton",3
"Kent Brockman",2
"David Mamet",2
"Liz",1
"Ned Flanders",1
"Playground Ghost",1
"Rapper",1
"Gale Gordon",1
"Courtney",1
"Fbi Agent",1
"Atf Agent",1
"2nd Atf Agent",1
"Documentary Narrator",1
"Bart's Thoughts",1
"Homer's Thoughts",1
"Statue of Liberty",1
"Uncle Sam",1
"Cheekbones Chinese Spy",1
"CHEEKBONE/GOATEE SPIES",1
"Sheldon Leavitt",1
"Rebecca",1
