name,count
"Homer Simpson",90
"Marge Simpson",22
"Rev. Timothy Lovejoy",20
"God",13
"Bart Simpson",12
"Ned Flanders",11
"Lisa Simpson",8
"Apu Nahasapeemapetilon",8
"Krusty the Clown",5
"Marty",3
"Stooge #2",3
"Flanders Family",3
"Bill",2
"Groundskeeper Willie",2
"Stooge #1",2
"Announcer",2
"Moe Szyslak",2
"Barney Gumble",2
"Chief Wiggum",2
"Insurance Agent",2
"Kent Brockman",2
"Male Parishoner",1
"Singers",1
"Woman",1
"Boring Guy",1
"Commentator",1
"Abraham Lincoln",1
"Todd Flanders",1
"Sailor",1
"Kearney Zzyzwicz",1
"Jamshed",1
"Benjamin Franklin",1
