name,count
"Homer Simpson",80
"Marge Simpson",64
"Bart Simpson",21
"Lisa Simpson",17
"Grampa Simpson",12
"Ned Flanders",7
"Farmer",5
"Old Jewish Man",5
"Chief Wiggum",5
"Gil Gunderson",5
"Carl Carlson",4
"Lenny Leonard",4
"Announcer",3
"Rick",3
"Maude Flanders",3
"Minister",3
"Rod Flanders",2
"Pilot",2
"Pirate Captain",2
"Innkeeper",2
"Edna Krabappel-Flanders",2
"Moe Szyslak",2
"Todd Flanders",1
"Various Kids",1
"Attendant",1
"Studio Audience",1
"Pirate #1",1
"Wealthy Dowager",1
"Sam",1
"Hitler",1
"Ilsa",1
"Seymour Skinner",1
"Agnes Skinner",1
"Ralph Wiggum",1
"Helen Lovejoy",1
"Dog",1
"Sideshow Mel",1
"Stadium Announcer",1
"Stadium Crowd",1
"Kicker",1
