name,count
"Homer Simpson",80
"Bart Simpson",42
"Marge Simpson",40
"Lisa Simpson",35
"Dr. Marvin Monroe",23
"C. Montgomery Burns",18
"Waylon Smithers",9
"Tv Wife",5
"Tv Husband",5
"Moe Szyslak",4
"Eddie",4
"Mrs. Long",3
"Other Women",3
"Nice Father",3
"NICE FAMILY",3
"Pawn Broker",3
"MR. GAMMILL",2
"Nice Boy",2
"Announcer",2
"BOXING ANNOUNCER",2
"Lou",2
"Barney Gumble",2
"Receptionist",2
"TOM",1
"Wife #1",1
"Wife #2",1
"NICE GIRL",1
"Nice Mother",1
"Williams Boy",1
"Mr. Williams",1
"TV-STATION ANNOUNCER",1
"Small Boy",1
"Homer-ish Husband",1
