name,count
"Simpson Home",64
"Springfield Elementary School",33
"Auditorium",30
"PRESIDENT'S BOX",23
"Miss Hoover's Classroom",17
"AUDITORIUM STAGE DOOR",13
"Kwik-E-Mart",12
"TV Studio",9
"Wiggum Home",6
"ADULT MOVIE THEATER",6
"Park",6
"Street",6
"Skinner's Office",5
"Springfield Elementary School Cafeteria",5
"CLASSROOM",4
"Springfield Elementary School Auditorium",4
"Springfield Retirement Castle",3
"Moe's Tavern",3
"Police Car",3
"Mrs. Krabappel's Classroom",2
"LUNCH ROOM",2
"Flanders Home",1
