name,count
"TV Studio",24
"Krusty's House",22
"Springfield Street",20
"ISOTOPE STADIUM",18
"Simpson Home",13
"The Gilded Truffle Restaurant",13
"Krusty's Dressing Room",12
"WALK OF FAME BUILDING",10
"Krustylu Studios",10
"Simpson Hallway",9
"JEWISH NEIGHBORHOOD",7
"SYNAGOGUE",7
"Hallway Outside Bathroom",6
"Trailer",6
"Street",5
"WALK OF FAME HEADQUARTERS",5
"The Krusty the Clown Show",5
"Dr. Hibbert's Office",5
"House",4
"Construction Site",4
"Studio",4
"SEEDY STREET",3
"Hallway",2
"Green Room",2
"Springfield Retirement Castle",2
"HIBBERT'S HOUSEHOLD",2
"Groundskeeper Willie's Shack",1
"Jewish Walk of Fame",1
"BACK STAGE",1
