name,count
"Simpson Home",69
"OLD SIMPSON HOUSE",36
"Library",15
"Springfield Elementary School",12
"SPRINGFIELD ELEMENTARY AUDITORIUM",12
"Grateful Gelding Stables",10
"WILDERNESS",9
"Country Road",9
"MODEST 1860S' HOUSE",8
"Springfield Library",8
"Miss Hoover's Classroom",7
"Traveling Circus",7
"ATTIC",5
"Springfield Elementary School Auditorium",5
"FILM VAULT",5
"Vent",4
"Burns's Plantation House",4
"Springfield",3
"Niagara Falls",3
"MODEST SNOW-COVERED HOUSE",2
"Lisa's Bedroom",1
"Garden Outside Burns's Ballroom",1
"Bridge",1
"Office",1
