name,count
"Homer Simpson",67
"Wayne",47
"Viktor",18
"Marge Simpson",16
"Bart Simpson",8
"Moe Szyslak",7
"Narrator",5
"Snake Jailbird",4
"Lenny Leonard",3
"Tom Colicchio",3
"Ned Flanders",3
"Kent Brockman",3
"C. Montgomery Burns",3
"Young Kim Jong Il",3
"Security Guard",2
"Carl Carlson",2
"FEDEX-TYPE GUY",2
"Lisa Simpson",2
"Cia Official",2
"Jimbo Jones",2
"Henchman",2
"Disaster Victim",2
"Viktor's Wife",2
"City Slicker",2
"Student Chorus",2
"Comic Book Guy",1
"Barney Gumble",1
"Announcer",1
"Charlie",1
"Humans",1
"DOLPH",1
"Lunchlady Dora",1
"Gary Chalmers",1
"Grampa Simpson",1
"Grumple",1
"Sideshow Mel",1
"Edna Krabappel-Flanders",1
"Seymour Skinner",1
"Agnes Skinner",1
