name,count
"Bart Simpson",47
"Homer Simpson",41
"Seymour Skinner",17
"Lisa Simpson",17
"Todd Linux",16
"Stan Lee",13
"Comic Book Guy",12
"Marge Simpson",11
"Jenkins",8
"Milhouse Van Houten",6
"Nelson Muntz",5
"Kirk Van Houten",4
"Angry Dad",4
"Dr. Julius Hibbert",4
"Martin Prince",3
"TV Announcer",3
"Executive",3
"Krusty the Clown",3
"Lenny Leonard",3
"Moe Szyslak",3
"Seamus",2
"Mr. Blackwell",2
"Luigi",2
"Kids",2
"MAYOR",2
"Danger Dog",2
"Ralph Wiggum",2
"Kearney Zzyzwicz",2
"Database",2
"Voice Actor",2
"Carl Carlson",2
"Ned Flanders",2
"Repo Man",2
"Edna Krabappel-Flanders",1
"Groundskeeper Willie",1
"Booking Agent",1
"Mr. T",1
"Man",1
"Radio Announcer",1
"DOLPH",1
"Jimbo Jones",1
"Lou Rawls",1
"Assistant",1
"Cartoon Bart",1
"Sideshow Mel",1
"Boss",1
"Paperboy",1
"Milkman",1
"Piano Lady",1
