name,count
"Lisa Simpson",26
"Bart Simpson",24
"Seymour Skinner",22
"Homer Simpson",20
"Marge Simpson",18
"Martin Prince",14
"Jimbo Jones",11
"Jack Bauer",10
"Milhouse Van Houten",9
"Nelson Muntz",6
"DOLPH",6
"Groundskeeper Willie",5
"Kearney Zzyzwicz",4
"Gary Chalmers",4
"Chief Wiggum",3
"Kiefer Sutherland",2
"C. Montgomery Burns",2
"Jimbo's Mom",2
"Chloe O'Brien",2
"Moe Szyslak",2
"Database",1
"Hazmat Guy",1
"Apu Nahasapeemapetilon",1
"Ralph Wiggum",1
"Cosine",1
"Sideshow Mel",1
