name,count
"Lisa Simpson",53
"Bart Simpson",30
"BLEEDING GUMS",26
"Homer Simpson",21
"Marge Simpson",12
"Seymour Skinner",9
"Krusty the Clown",7
"Grampa Simpson",7
"Dr. Julius Hibbert",6
"Lionel Hutz",5
"Edna Krabappel-Flanders",4
"Dr. Nick Riviera",4
"Chief Wiggum",4
"Dj",4
"Lunchlady Doris",3
"Vendor",3
"Old Jazz Musician",3
"Steve Allen",3
"Cliff",3
"Sideshow Mel",2
"Milhouse Van Houten",2
"Kids",2
"Rudi",2
"Rev. Timothy Lovejoy",2
"Comic Book Guy",2
"Black Man",2
"Groundskeeper Willie",1
"Gary Chalmers",1
"Store Clerk",1
"Kent Brockman",1
"Reporter",1
"Barney Gumble",1
"Moe Szyslak",1
"Nurse",1
"Croupier",1
"Hans Moleman",1
"C. Montgomery Burns",1
"Dispatcher",1
"Lion's Head",1
"Darth",1
