name,count
"Krusty the Clown",68
"Rabbi Hyman Krustofsky",16
"Homer Simpson",14
"Marge Simpson",14
"Bart Simpson",13
"Lisa Simpson",12
"JEFF ROSS",7
"Therapist",6
"RABBI RUDENSTEIN",5
"Sideshow Mel",5
"RODNEY DANGERFIELD",5
"Kent Brockman",3
"TEENAGED KRUSTY",2
"CLIVE MERIWETHER",2
"DAVID HYDE PIERCE",2
"GERMAN HOUSEKEEPER",2
"Paramedic",2
"Otto Mann",2
"Milhouse Van Houten",1
"KRUSTY'S HEAD",1
"Chief Wiggum",1
"SARAH SILVERMAN",1
"RABBIS",1
"Choir",1
"Sideshow Bob",1
"Kid",1
"NEIL SIMON",1
"Young Krusty",1
"MIDDLE-AGED KRUSTY",1
"Krustys",1
"Miss Hoover",1
"RESUSCI-ANNIE",1
"Reporter",1
