name,count
"Homer Simpson",45
"Marge Simpson",37
"Lisa Simpson",27
"Elf Marge",21
"Bart Simpson",21
"Troll Moe",10
"Shadow Knight",10
"Portly Wizard",8
"VENDOR APU",6
"Helen Lovejoy",5
"Seymour Skinner",4
"Wench Milhouse",4
"Rogue Dolph",4
"Ronaldo",4
"Enchantress Krabappel",3
"Rogue Kearney",3
"British Announcer",3
"Sideshow Mel",2
"Bird Skinner",2
"East Indian Father",2
"Krusty the Clown",2
"Rogue Jimbo",2
"Brandine Del Roy",2
"Cletus Spuckler",2
"Moe Szyslak",2
"Male Fan #1",2
"Gary Chalmers",1
"Ned Flanders",1
"Grampa Simpson",1
"Vendor",1
"Large Cobra",1
"Pixie Head",1
"East Indian Girl",1
"Apu Nahasapeemapetilon",1
"Girl",1
"C. Montgomery Burns",1
"Rev. Timothy Lovejoy",1
"Male Fan #2",1
"Nelson's Head",1
"Viking Comic Book Guy",1
"Satyr Largo",1
"Crowd",1
"Ronaldo's Thoughts",1
