name,count
"Homer Simpson",74
"Bart Simpson",20
"Marge Simpson",20
"Mona Simpson",20
"Lisa Simpson",19
"C. Montgomery Burns",10
"Female Employee",7
"Moe Szyslak",6
"Soldier #1",6
"Apu Nahasapeemapetilon",5
"Officer",5
"Employee",4
"Ned Flanders",4
"Carl Carlson",3
"Lance Armstrong",3
"Female Automated Voice",3
"Alan",2
"Ralph Wiggum",2
"Hippos",2
"Announcer",2
"Fozzy",2
"Grampa Simpson",2
"Soldier #2",2
"Little Homer",2
"Woman",1
"Driver",1
"Squeaky-Voiced Teen",1
"Hippo Critter",1
"Hippo #1",1
"Hippo #2",1
"Hippo #3",1
"Young Mona",1
"Lenny Leonard",1
"Manjula Nahasapeemapetilon",1
