name,count
"Homer Simpson",44
"Bart Simpson",31
"C. Montgomery Burns",31
"Marge Simpson",16
"Lisa Simpson",13
"Waylon Smithers",12
"Milhouse Van Houten",11
"Calm Woman",8
"Kent Brockman",8
"Barney Gumble",7
"Otto Mann",6
"Aristotle",6
"Magic Johnson",5
"Moe Szyslak",4
"Instructor",4
"Luann Van Houten",4
"Mr. Devereaux",3
"Announcer",3
"Female Voice",3
"Sherri Mackleberry",2
"Terri Mackleberry",2
"Lenny Leonard",2
"Carl Carlson",2
"Apu Nahasapeemapetilon",2
"Margarita",2
"SCOTT",2
"Chief Wiggum",2
"Martin Prince",1
"Grampa Simpson",1
"Jasper Beardly",1
"Program Voices",1
"Professor Jonathan Frink",1
"Seymour Skinner",1
"Female Worker",1
"Male Worker",1
"Contestant",1
"Doctor",1
"Thought Bubble Barney",1
"Security Guard",1
