name,count
"Bart Simpson",46
"Lisa Simpson",30
"Homer Simpson",26
"Krusty the Clown",20
"Marge Simpson",14
"Mr. Black",10
"Miss Hoover",9
"Edna Krabappel-Flanders",7
"Seymour Skinner",6
"Radio Announcer",5
"Jimbo Jones",5
"Kearney Zzyzwicz",5
"Milhouse Van Houten",4
"Campers",4
"Kent Brockman",4
"Groundskeeper Willie",3
"DOLPH",3
"Otto Mann",2
"Teacher",2
"Martin Prince, Sr.",2
"Martin Prince",2
"Ralph Wiggum",2
"Barney Gumble",2
"TV Announcer",2
"Students",1
"Teachers",1
"Wendell Borton",1
"Nurse",1
"Dr. Julius Hibbert",1
"Lawyer",1
"Sergeant",1
"Line Judge",1
"Stablehand",1
"Kid",1
"Little Girl",1
"Little Boy #1",1
"Queen Elizabeth II",1
"Attendant",1
"Yoga Instructor",1
"Kids",1
"HOMER'S THOUGHT",1
