name,count
"Homer Simpson",74
"Marge Simpson",58
"RUTH",33
"Chief Wiggum",17
"Bart Simpson",8
"Lionel Hutz",7
"Lisa Simpson",6
"Announcer",5
"Humorist",3
"Troy McClure",3
"Carl Carlson",3
"Lenny Leonard",3
"Tough Guy",3
"Edward",2
"C. Montgomery Burns",2
"Technician #1",2
"Tape Player",2
"Ned Flanders",2
"Otto Mann",2
"Mayor Joe Quimby",2
"Kent Brockman",2
"The Pope",1
"Scientist",1
"Patty Bouvier",1
"Waylon Smithers",1
"Technician #2",1
"Barney Gumble",1
"Lady",1
"Lenny's Wife",1
"Groundskeeper Willie",1
"Moe Szyslak",1
"Mohawk Girl",1
"Apu Nahasapeemapetilon",1
"Librarian",1
"Farmer",1
"Marge's Thoughts",1
"Woman #1",1
"Woman #2",1
"Woman #3",1
"Woman #4",1
"Waitress",1
"Fry Cook",1
"Diner Owner",1
"Kearney Zzyzwicz",1
"Dispatcher",1
