name,count
"Homer Simpson",65
"Marge Simpson",49
"Dr. Zweig",22
"Lisa Simpson",17
"Moe Szyslak",13
"Bart Simpson",11
"Runway Signaler",6
"Norm",4
"Man",4
"Barney Gumble",3
"Bartender",3
"Girl",3
"Mr. Bouvier",3
"Jacqueline Bouvier",3
"Lenny Leonard",2
"Alan",2
"Stewardess",2
"Waylon Smithers",1
"Host",1
"Carla",1
"Sam",1
"Woody",1
"Cliff",1
"Woman",1
"Executive",1
"Grampa Simpson",1
"Pilot",1
"Psychic",1
"Announcer",1
"All",1
"Additional Man",1
"Seymour Skinner",1
"Selma Bouvier",1
"Patty Bouvier",1
"Gramma Bouvier",1
