name,count
"Lisa Simpson",53
"Homer Simpson",50
"Marge Simpson",17
"Bart Simpson",16
"Apu Nahasapeemapetilon",14
"Troy McClure",12
"Grampa Simpson",6
"Paul McCartney",6
"Ralph Wiggum",5
"Ned Flanders",4
"Miss Hoover",4
"JIMMY",4
"Seymour Skinner",3
"Barney Gumble",3
"100 Flanderses",2
"Thistlewick Flanders",2
"Lunchlady Doris",2
"JANEY",2
"Chief Wiggum",2
"C. Montgomery Burns",2
"Linda McCartney",2
"Wolf",1
"Pigs",1
"Papa Bear",1
"Mama Bear",1
"Baby Bear",1
"Mother Goose",1
"Jose Flanders",1
"Lamb",1
"Class",1
"MS. HOOVER",1
"Worm",1
"Groundskeeper Willie",1
"Child Voice",1
"Scientist",1
"Ham",1
"Everybody",1
"Dr. Julius Hibbert",1
"Waylon Smithers",1
"Sherri Mackleberry",1
"Terri Mackleberry",1
"Kids",1
"Voice",1
