name,count
"Simpson Home",61
"Springfield Nuclear Power Plant",25
"LIVING ROOM",18
"Municipal Building",15
"Evergreen Terrace",13
"Springfield Town Hall",11
"STAR TREK SET",9
"CHURCH SACRISTY",8
"Things Unnecessary",7
"Flanders Home",7
"Skinner Home",7
"",6
"The Android's Dungeon & Baseball Card Shop",6
"RUN-DOWN STREET",6
"Overpass",6
"SPRINGFIELD HEIGHTS PROMENADE",4
"SEEDY CHRISTMAS TREE LOT",4
"COGNITION JUNCTION",3
"Victor's Secret",3
"Marge's Station Wagon",3
"Homeless Shelter",3
"NELSON'S HOUSE",3
"Store",2
"FAMILY MATTERS SET",2
"First Church of Springfield",2
"Mountain Road",2
"Springfield",1
"Snake's Apartment",1
