name,count
"Simpson Home",34
"Skinner's Office",26
"ROADSIDE DINER",18
"Moe's Tavern",17
"UPWARD BOUND CAMP",14
"Homer's Car",13
"Springfield Elementary School",8
"Car",7
"Cliff",7
"Highway",7
"Bart's Bedroom",6
"Diner",6
"YARD SALE",6
"STEAM TUNNEL",5
"BAND ROOM",4
"Springfield Airport",4
"Airport",4
"Boiler Room",3
"Springfield Elementary School Hallway",3
"Hallway",3
"Plane",3
"Las Vegas Casino",3
"Mrs. Krabappel's Classroom",2
"Springfield Elementary School Parking Lot",1
"Men's Room",1
"Bathroom Stall",1
"Diner Bathroom",1
"Restaurant",1
