name,count
"Homer Simpson",105
"Lisa Simpson",22
"Marge Simpson",20
"Bart Simpson",15
"Dr. Julius Hibbert",7
"Soccer Mom",6
"Juggler",4
"Moe Szyslak",4
"Edna Krabappel-Flanders",4
"Seymour Skinner",4
"Gary Chalmers",4
"Lunchlady Dora",3
"Ralph Wiggum",3
"Clerk",3
"Oscar Wilde",3
"Lenny Leonard",2
"Popular Girl #1",2
"Brittany",2
"Kaitlin",2
"Female Ghost",2
"Hot Dog Vendor",1
"Fried Dough Vendor",1
"Midway Barker",1
"Old Comedy Writer",1
"Other Writers",1
"Noah",1
"Popular Girl #2",1
"Groundskeeper Willie",1
"Carl Carlson",1
"Otto Mann",1
"Helicopter Parents",1
"Kirk Van Houten",1
"Ashley",1
"GHOST",1
"Chaucer's Ghost",1
"ELEGANTLY-DRESSED GHOST",1
"Mother In Audience",1
"Kenny",1
