name,count
"Homer Simpson",55
"CAIN",25
"Marge Simpson",19
"Nelson Muntz",17
"Lisa Simpson",10
"Krusty the Clown",10
"Drug Lord",10
"Bart Simpson",9
"Lenny Leonard",8
"Declan Desmond",8
"C. Montgomery Burns",7
"Russian Businessman",5
"Carl Carlson",4
"Mistress",3
"Waylon Smithers",3
"Moe Szyslak",3
"Hufnpuffalus",3
"DRUG LORD'S WIFE",3
"Seymour Skinner",2
"Blue-Haired Lawyer",2
"Edna Krabappel-Flanders",2
"Chief Wiggum",2
"Billy",2
"German Criminal",1
"Gary Chalmers",1
"Milhouse Van Houten",1
"Grampa Simpson",1
"Homer's Reflection",1
"Dr. Julius Hibbert",1
"Lou",1
"Kent Brockman",1
"Squeaky-Voiced Teen",1
"Beautiful Woman",1
"Martin Prince",1
"Nerds",1
