name,count
"Simpson Home",63
"Springfield Elementary School",24
"Cletus and Brandine's Pickup Truck",22
"TV SOUNDSTAGE",17
"Skinner's Office",16
"Springfield Town Square",15
"Springfield Mall",10
"Springfield Street",10
"Springfield Town Hall",9
"Springfield Elementary School Auditorium",8
"Ballroom",8
"Moe's Tavern",7
"Springfield Googolplex Theatres",5
"School Bus",5
"KITCHEN",4
"Channel 6 Studios",4
"Mayor's Office",4
"Arts And Crafts Store",3
"Springfield",3
"Streets",1
"Bus",1
"Supermarket",1
"Quimby's Bedroom",1
"All Creatures Great and Cheap",1
