name,count
"C. Montgomery Burns",60
"Bart Simpson",36
"Homer Simpson",33
"Marge Simpson",19
"Lisa Simpson",7
"Waylon Smithers",6
"Milhouse Van Houten",6
"Deprogrammer",6
"Krusty the Clown",4
"Lionel Hutz",4
"Homer",3
"Lenny Leonard",3
"GAME SHOW MAN",2
"Teenage Burns",2
"Grampa Simpson",2
"Chief Wiggum",2
"Moe Szyslak",2
"Seymour Skinner",2
"Hans Moleman",2
"Baby Burns",1
"Greenpeace Hippie #1",1
"Greenpeace Hippie #2",1
"Nelson Muntz",1
"Martin Prince",1
"Professor",1
"Lee Majors",1
"Street Urchin",1
"Judge Snyder",1
"Elf",1
"Mayor Joe Quimby",1
"Marge",1
"Lisa",1
"Homer Actor",1
"Marge Actress",1
"Lisa Actress",1
