name,count
"Moe Szyslak",64
"Bart Simpson",29
"Marge Simpson",28
"Grampa Simpson",25
"Homer Simpson",22
"Lisa Simpson",12
"Glen",12
"Ken",12
"Lenny Leonard",11
"Warm Female Voice",7
"Carl Carlson",5
"Sonny Rollins",4
"DOLPH",3
"Milhouse Van Houten",2
"Jimbo Jones",2
"Male Singers",1
"Salesman",1
"Bleeding Gums Murphy",1
"Otto Mann",1
"Nelson Muntz",1
"Man",1
"Doesn't Like Anything",1
"Cop With A Secret",1
"Man In Van",1
"Princess Diana",1
"Gandhi",1
"Sideshow Mel",1
"Barney Gumble",1
