name,count
"Grampa Simpson",93
"Homer Simpson",38
"Marge Simpson",22
"Lisa Simpson",15
"Bart Simpson",14
"Zelda",7
"Zack",7
"Apu Nahasapeemapetilon",6
"HISPANIC GENTLEMAN",6
"Jasper Beardly",5
"Chief Wiggum",5
"Old Jewish Man",5
"Sidekick",5
"Revue Cast Members",5
"Automated Voice",3
"Patty Bouvier",3
"Snake Jailbird",3
"Audience Members",3
"Grampa's Recorded Voice",2
"Selma Bouvier",2
"1940S ANNOUNCER",2
"Woman",2
"Boy",2
"Yakov Smirnov",2
"Old Woman",1
"Lou",1
"Jock",1
"Black Best Friend",1
"DISTINGUISHED VOICE",1
"Announcer",1
"Itchy",1
"Scratchy",1
"Ned Flanders",1
"ROD/TODD",1
"Man",1
"Charo",1
"Mr. T",1
"RAY JAY JOHNSON, JR.",1
"Charlie Callas",1
"Ernie Ford",1
"CHARRO",1
