name,count
"Apu Nahasapeemapetilon",80
"Homer Simpson",47
"Manjula Nahasapeemapetilon",37
"Marge Simpson",21
"ZOO OWNER",19
"Bart Simpson",8
"Lisa Simpson",6
"Butch Patrick",5
"Allen",4
"Reporter",4
"Ned Flanders",4
"Businessman",4
"Chief Wiggum",4
"Dr. Julius Hibbert",3
"Kent Brockman",3
"Flamboyant Theater-type",3
"Gil Gunderson",2
"Reporters",2
"Christopher",2
"Captain Horatio McCallister",1
"Shelbyville Father",1
"SHELBYVILLE FATHER AND MOTHER",1
"Forklift Driver",1
"Workman",1
"Voice",1
"Audience",1
"Lenny Leonard",1
"Uncle Sam",1
