name,count
"Brother Faith's Revival Tent",43
"STADIUM",35
"Simpson Home",31
"Bart's Tent",20
"COLLEGE HALL",18
"Springfield Elementary School",16
"First Church of Springfield",15
"FOOTBALL STADIUM",12
"Springfield University",10
"Hospital Room",9
"DEAN PETERSON'S HOUSE",8
"REVIVAL TENT",8
"Announcer's Booth",8
"Moe's Tavern",7
"Field",6
"Campus Security Headquarters",5
"Dr. Hibbert's Office",5
"Springfield Street",3
"Van Houten Home",3
"Bart's Revival Tent",3
"DITCH",1
"BROTHER FAITH'S REVIVAL MEETING",1
