name,count
"Springfield Shopper",48
"The Frying Dutchman",29
"TASTE OF SPRINGFIELD",26
"Simpson Home",17
"TASTE OF SPRINGFIELD FESTIVAL",17
"NEWSPAPER",16
"Lisa's Bedroom",15
"Springfield Dinner Theater",13
"Homer's Car",9
"Springfield Elementary School",7
"Planet Springfield Restaurant",7
"Springfield Street",7
"Simpson Kitchen",6
"Springfield Nuclear Power Plant",3
"Newsroom",3
"NEWSPAPER PRESS ROOM",3
"PRESS ROOM",3
"Luigi's",3
"Simpson Bathroom",2
"ROTATING RESTAURANT",2
"Hallway",1
