name,count
"Homer Simpson",72
"C. Montgomery Burns",32
"Marge Simpson",25
"Kent Brockman",19
"Doctor",15
"Britney Spears",12
"Lisa Simpson",10
"Moe Szyslak",9
"Bart Simpson",8
"Lenny Leonard",8
"Waylon Smithers",6
"Pirate Captain",6
"Coast Guard Guy",5
"Asian Pirate",3
"Krusty the Clown",2
"Chapman",2
"Nurse",2
"Carl Carlson",2
"Barney Gumble",2
"Captain Horatio McCallister",2
"Young Man",1
"Grampa Simpson",1
"SEAT FILLER",1
"Guard",1
"The Pope",1
"Workman",1
"Party Guests",1
"Apu Nahasapeemapetilon",1
"CLOSING",1
