name,count
"Homer Simpson",64
"Marge Simpson",44
"MOTHERLOVING",14
"Lisa Simpson",11
"Apu Nahasapeemapetilon",11
"Female Executive",9
"Bart Simpson",8
"Chief Wiggum",8
"Judge Snyder",6
"Moe Szyslak",5
"Gil Gunderson",5
"Lenny Leonard",4
"Male Executive",4
"C. Montgomery Burns",4
"Cletus Spuckler",3
"Carl Carlson",3
"Jimbo Jones",3
"Dr. Julius Hibbert",3
"Count Fudge-ula",3
"Kent Brockman",3
"Captain Horatio McCallister",2
"Businessman",2
"Ralph Wiggum",2
"Dia-Betty",2
"Professor Jonathan Frink",2
"Blue-Haired Lawyer",2
"Sugar Dealer",2
"Comic Book Guy",1
"Cashier",1
"Overweight Man",1
"Townspeople",1
"Seymour Skinner",1
"Krusty the Clown",1
"Bumblebee Man",1
"Hans Moleman",1
"Mayor Joe Quimby",1
"Nelson Muntz",1
"CEO",1
"Lawyers",1
"Male Lawyer",1
"Disco Stu",1
"ELECTRONICALLY-ALTERED VOICE",1
"Audience",1
"Lou",1
"Eddie",1
"Groundskeeper Willie",1
"Woman",1
"Sideshow Mel",1
