name,count
"Lisa Simpson",70
"HUGH",40
"Homer Simpson",35
"Marge Simpson",14
"Bart Simpson",10
"Fortune Teller",8
"Waylon Smithers",7
"Lunchlady Doris",4
"Chief Wiggum",4
"FORTUNE-TELLER",4
"Milhouse Van Houten",3
"Moe Szyslak",3
"Ned Flanders",2
"Librarian",2
"Mrs. Parkfield",2
"Mr. Parkfield",2
"Troy McClure",2
"Mayor Joe Quimby",2
"Kent Brockman",2
"C. Montgomery Burns",2
"Rev. Timothy Lovejoy",2
"Student In Jeans",1
"Moustached Man",1
"Lisa's Thoughts",1
"Eldred",1
"Stablehand",1
"Carl Carlson",1
"Professor Jonathan Frink",1
"Girl",1
"Seymour Skinner",1
"Miss Hoover",1
"Martin Prince",1
"Otto Mann",1
"Other Player",1
"Patty Bouvier",1
"Dr. Julius Hibbert",1
"Adult Nelson",1
"NELSON JR.",1
