name,count
"Sideshow Bob",41
"Lisa Simpson",37
"Marge Simpson",24
"Homer Simpson",17
"Bart Simpson",16
"Monsarno Rep",9
"Ned Flanders",6
"Rev. Timothy Lovejoy",6
"Alarmist Narrator",5
"Jimbo Jones",4
"Kearney Zzyzwicz",4
"Tourist",4
"Jasper Beardly",3
"Shauna Chalmers",3
"Chief Wiggum",3
"Groundskeeper Willie",2
"Lunchlady Dora",2
"Todd Flanders",2
"Seymour Skinner",2
"DOLPH",2
"Docent",2
"Worker On Ground",2
"Edna Krabappel-Flanders",2
"Nelson Muntz",2
"Narrator",1
"Miss Hoover",1
"Kids",1
"Carl Carlson",1
"Animated Krusty",1
"Rod Flanders",1
"Sideshow Mel",1
"Jenny McCarthy",1
"Crowd",1
"Kirk Van Houten",1
"Coach Krupt",1
"Researcher",1
"Scientist",1
"Guard",1
"Worker On Ladder",1
"Hans Moleman",1
"Lou",1
"Lenny Leonard",1
