name,count
"Homer Simpson",48
"Marge Simpson",45
"C. Montgomery Burns",22
"Lisa Simpson",20
"Moe Szyslak",20
"Mesmerino",14
"Chief Wiggum",13
"Bart Simpson",8
"Young Homer",8
"Young Lenny",7
"Young Carl",6
"Young Moe",6
"Lenny Leonard",5
"Waylon Smithers",4
"Carl Carlson",3
"Young Fat Tony",3
"Waylon Smithers, Sr.",3
"Barney Gumble",2
"Professor Jonathan Frink",2
"Buddy Love",2
"Young Louie",2
"Burly",1
"Mama Celeste",1
"Paul Newman",1
"Ned Flanders",1
"M.C.",1
"Waitress",1
"Young Legs",1
"WAYLON JR.",1
