name,count
"Simpson Home",81
"Rancho Relaxo",27
"Patty and Selma's Apartment",21
"Springfield Memorial Bridge",17
"Marge's Car",13
"TRAFFIC COPTER",11
"Train Station",8
"SMOKE FILLED ROOM",7
"Patty and Selma's Car",7
"Patty and Selma's Bedroom",7
"Marge's Station Wagon",6
"Moe's Tavern",4
"Springfield Police Station",3
"HAIR SALON",3
"Marge's Train",3
"PRESS CONFERENCE",2
"GARAGE",2
"Supermarket",1
"Nick's Bowling Shop",1
"THE OTHER NICKS",1
"Bus",1
"Springfield Nuclear Power Plant",1
"Phineas Q. Butterfat's 5600 Flavors Ice Cream Parlor",1
"Homer's Car",1
