name,count
"Little Vicki",50
"Lisa Simpson",39
"Homer Simpson",33
"Marge Simpson",29
"Bart Simpson",26
"Milhouse Van Houten",14
"Professor Jonathan Frink",12
"Chief Wiggum",11
"Optometrist",10
"Eduardo",10
"Ralph Wiggum",5
"Bojangles",5
"Mall Manager",4
"Lou",4
"LISABELLA",3
"Nelson Muntz",3
"Cyborganizer",2
"Agnes Skinner",2
"Kids",2
"Announcer",1
"Police Captain",1
"Robobaby",1
"Dance Coach",1
"PLAIN JANE",1
"Latin Milhouse",1
"Kearney Zzyzwicz",1
"Seymour Skinner",1
"Texan Man",1
"Thought Bubble Homer",1
"Voice",1
"ORGAN SALESMAN",1
"Mall Announcer",1
"Security Guard",1
"Old Folks",1
"Children",1
"Eddie",1
"Sherri Mackleberry",1
"JANEY",1
