name,count
"Simpson Home",74
"Moe's Tavern",35
"Springfield Street",21
"Cave",17
"Dr. Nick Rivera's Walk-In Clinic",11
"Outskirts Of Town",11
"Lisa's Bedroom",10
"CLASSROOM",9
"West Springfield Elementary School",9
"Simpson Car",7
"Springfield General Hospital",6
"Miss Hoover's Classroom",6
"Flanders Living Room",5
"PLAYGROUND",5
"Springfield",5
"DR. NICK'S OPERATING ROOM",5
"DEEP IN CAVE",5
"Street",4
"LIVING ROOM",4
"Abandoned Building",4
"Alley",4
"Evergreen Terrace",3
"FERRARI",2
"Cab Of Truck",2
"Springfield Elementary School",1
