name,count
"Apu Nahasapeemapetilon",72
"Homer Simpson",54
"James Woods",22
"Lisa Simpson",16
"Marge Simpson",15
"Manager",14
"Kent Brockman",10
"Aged Man",7
"Female Executive",4
"Bart Simpson",4
"ROBBER",4
"Barney Gumble",3
"Jimbo Jones",3
"Customer #1",2
"Martin Prince",2
"Dr. Julius Hibbert",2
"Announcer",2
"Grampa Simpson",2
"All",2
"Customer #2",1
"Patty Bouvier",1
"Technician",1
"Woman",1
"Bum #1",1
"Comedian",1
"Stockboy",1
"Christians",1
"Robed Indian",1
"Conductor",1
