name,count
"Homer Simpson",60
"Kent Brockman",28
"Marge Simpson",27
"Lisa Simpson",22
"Bart Simpson",16
"Ned Flanders",7
"Lindsay Naegle",7
"Arnie Pye",6
"Krusty the Clown",6
"Kelly",3
"Dental Assistant",3
"Scratchy",3
"Birch Barlow",3
"Dracula",3
"Patty Bouvier",2
"Selma Bouvier",2
"Dr. Hwang",2
"Tooth Decay",2
"Ludacris",2
"Seymour Skinner",2
"Squeaky-Voiced Teen",2
"Itchy",2
"Announcer",2
"Rainier Wolfcastle",2
"Slacker Girl",2
"Clearly Dubbed-in Voice",2
"Mayor Joe Quimby",1
"Barney Gumble",1
"Helen Lovejoy",1
"Mother",1
"Hip Hop-style Announcer",1
"Gum Disease",1
"Bad-ass Voice",1
"Luda-Crest",1
"2nd Hygienist",1
"Prescott Butterfat III",1
"Comic Book Guy",1
"Grampa Simpson",1
"Rod Flanders",1
"Todd Flanders",1
"Kids",1
"Nelson Muntz",1
"Stripper",1
"Sideshow Mel",1
"C. Montgomery Burns",1
"The Rich Texan",1
"Slacker Dude",1
