name,count
"Marge Simpson",50
"Homer Simpson",47
"Chief Wiggum",20
"Bart Simpson",17
"Lisa Simpson",16
"Stan",6
"Seymour Skinner",5
"Lenny Leonard",5
"Sergeant Crew",5
"Teachers",4
"Groundskeeper Willie",4
"Gil Gunderson",4
"Australian Gamekeeper",4
"Gary Chalmers",3
"Carl Carlson",3
"Kearney Zzyzwicz",3
"Agnes Skinner",3
"Edna Krabappel-Flanders",2
"Krusty the Clown",2
"Eddie",2
"Lou",2
"Miss Hoover",1
"Nelson Muntz",1
"Female S.U.V. Voice",1
"Rev. Timothy Lovejoy",1
"Construction Worker",1
"Businesswoman",1
"Judge Snyder",1
"Curtis E. Bear",1
"Moe Szyslak",1
"Snake Jailbird",1
"Kent Brockman",1
