name,count
"Springfield Elementary School",39
"Simpson Home",26
"Springfield Nuclear Power Plant",20
"Museum",11
"LIVING ROOM",11
"Hobby Store",9
"Moe's Tavern",9
"PLAYGROUND",7
"Street",6
"Springfield Street",6
"Luigi's Trattoria",6
"Krusty's Office",5
"SPRINGFIELD ELEMENTARY AUDITORIUM",5
"Mt. Springfield",5
"STEPS OF CITY HALL",4
"Simpson Living Room",3
"PARK BENCH",3
"Sky",3
"Springfield Police Station",3
"Krusty Burger",2
"HOUSE SHAPED LIKE A TUGBOAT",2
"MAYOR QUIMBY'S OFFICE",2
"Springfield Town Hall",2
"Park",2
"OBSERVATORY",2
"Springfield Museum of Natural History",1
"Fat Tony's Car",1
"Bart's Bedroom",1
"SPRINGFIELD ELEMENTARY BASEBALL FIELD",1
