name,count
"Moe's Tavern",32
"CAVE CHAMBER",29
"Cave",22
"EXCLUDERS' CLUB",16
"Underground Chamber",13
"Upscale Restaurant",12
"TOWER ATTIC ROOM",10
"Mansion",9
"Springfield",9
"CLASSROOM",8
"FOG-SHROUDED FIELD",6
"Country Road",6
"Springfield Elementary School",6
"CAVERNS",5
"Burns Manor",5
"OUTSIDE SCHOOL",5
"Field",4
"CHAMBER OF CAVE",4
"Burns's Attic",4
"CAVE MOUTH",4
"School Bus",3
"Springfield Street",3
"Motel Room",2
"Skinner's Office",2
"HOLE",1
"Springfield Cemetery",1
"Tower Room",1
"Moeview Motel",1
"Burns's Office",1
