name,count
"Homer Simpson",67
"Bart Simpson",37
"TOM",16
"Pepi",15
"Marge Simpson",13
"Lisa Simpson",12
"Seymour Skinner",8
"Agency Worker",6
"Krusty the Clown",5
"Nelson Muntz",4
"Announcer",4
"Dealer",4
"Milhouse Van Houten",3
"Homer's Brain",3
"Edna Krabappel-Flanders",3
"Coach",2
"TV Announcer",2
"Boy",2
"Dr. Julius Hibbert",2
"Chihuahua",2
"Grampa Simpson",2
"Corey",2
"Lou",2
"Chief Wiggum",2
"Kent Brockman",2
"Lewis Clark",1
"Boys",1
"Woman",1
"Nun",1
"Kirk Van Houten",1
"Crowd",1
"Santa's Little Helper",1
"Ned Flanders",1
"Homer's Bloody Skull",1
"Sketch Announcer",1
"Fans",1
"Small Man",1
"Cat",1
"Voice On Phone",1
