name,count
"Bart Simpson",54
"Moe Szyslak",35
"Milhouse Van Houten",20
"Homer Simpson",17
"Lisa Simpson",15
"Marge Simpson",8
"Rev. Timothy Lovejoy",6
"Comic Book Guy",5
"Dr. Julius Hibbert",4
"Chief Wiggum",4
"Ralph Wiggum",3
"Kids",3
"Barney Gumble",3
"Barney-Shaped Form",3
"Figure",3
"Congregation",2
"Little Hibbert Girl",2
"Carl Carlson",2
"Todd Flanders",2
"SHERRI/TERRI/THEIR SOULS",2
"Martin Prince",2
"Ned Flanders",2
"Maude Flanders",2
"VERY CUTE LITTLE GIRL",2
"Nana Van Houten",2
"Kirk Van Houten",2
"Seymour Skinner",1
"Pre-Teen Hibbert Kid",1
"Teenage Hibbert Boy",1
"DOLPH",1
"Jimbo Jones",1
"Apu Nahasapeemapetilon",1
"Luann Van Houten",1
"Announcer",1
"Jinglers",1
"Nelson Muntz",1
"NELSON/HIS SOUL",1
"MARTIN'S SOUL",1
"Rod Flanders",1
"Unctuous Waiter",1
"Homer's Brain",1
"Sherri Mackleberry",1
"SHERRI/TERRI",1
"Little Boy",1
"Snake Jailbird",1
"Krusty the Clown",1
"Selma Bouvier",1
"Raving Derelict",1
