name,count
"Homer Simpson",61
"Bart Simpson",26
"Lisa Simpson",20
"Amid",12
"Mina",11
"Marge Simpson",9
"Steve Mobbs",9
"Bashir",9
"Kearney Zzyzwicz",7
"Krusty the Clown",6
"Smug Salesman",5
"Saleswoman",5
"Comic Book Guy",3
"Jimbo Jones",3
"Moe Szyslak",3
"Terri Mackleberry",3
"Thought Bubble Lenny",3
"Blue Genie",3
"Dr. King",2
"Mapple Shoppers",2
"MIDDLE EASTERN BOY",2
"Lenny Leonard",2
"Carl Carlson",2
"Arab Man",2
"Santas",1
"Carolers",1
"Small Boy",1
"Mall Worker",1
"Brainiac Bar Man",1
"Deep Voice",1
"Male Shopper",1
"Groundskeeper Willie",1
"Sherri Mackleberry",1
"Octopus",1
"Scratchy",1
"Fbi Agent",1
"Grampa Simpson",1
"Mail Lady",1
"Automated Voice",1
"Assistant",1
