name,count
"Homer Simpson",90
"Lenny Leonard",19
"Number One",16
"Marge Simpson",15
"Lisa Simpson",14
"Carl Carlson",13
"Moe Szyslak",13
"Stonecutters",13
"Plumber",8
"Grampa Simpson",7
"Bart Simpson",6
"C. Montgomery Burns",4
"Seymour Skinner",3
"Arnie Pye",2
"Dr. Julius Hibbert",2
"Boy",2
"7-Year-Old Homer",1
"7-YEAR-OLD-HOMER",1
"Last Signer",1
"Others",1
"Innkeeper",1
"Thomas Jefferson",1
"School Kids",1
"Kid #3",1
"Woman",1
"Redenbacher",1
"NICHOLSON",1
"Mr. T",1
"BUSH",1
