name,count
"Lisa Simpson",55
"Marge Simpson",19
"Eliza",19
"Homer Simpson",18
"Grampa Simpson",18
"Hiram",16
"Virgil Simpson",14
"Colonel Burns",12
"Bart Simpson",10
"Mabel",9
"Groundskeeper Willie",7
"Librarian",5
"Miss Hoover",4
"Circus Clown",4
"Milhouse Van Houten",4
"Abraham Lincoln",4
"Ralph Wiggum",3
"Seymour Skinner",2
"Patroller #1",2
"Patroller #2",2
"Milford",2
"Librarian #2",2
"Interviewer",2
"Nelson Muntz",1
"Smithers-like Valet",1
"Obama Kids",1
"C. Montgomery Burns",1
