name,count
"Simpson Home",85
"Ruth's Car",31
"Diner",16
"Springfield Nuclear Power Plant",15
"SECLUDED MEADOW",9
"Springfield Sign",9
"TRAIL",8
"WIGGUM'S CAR",8
"Gym",7
"Coffee Shop",7
"THE HATE BOX",7
"SODA MACHINE",6
"Simpson Living Room",6
"SH_T KICKERS",6
"Chief Wiggum's Police Car",6
"Highway",5
"Car",4
"Moe's Tavern",4
"LIMBO",4
"Kwik-E-Mart",3
"GRAND CHASM",3
"A DIFFERENT HALLWAY",2
"Lenny's House",2
"Flanders Home",2
"",1
"Nuclear Plant Hallway",1
"Burns Manor",1
"Honky-tonk Roadhouse",1
"UNDERGROUND CLUB",1
"Library",1
"TRAIL NIGHT",1
"DRAGNET-STYLE LIMBO",1
