name,count
"Bart Simpson",82
"Homer Simpson",29
"Lisa Simpson",27
"Marge Simpson",21
"Charlie",14
"Dick",11
"Gary Chalmers",8
"Tommy",8
"TOM SMOTHERS",8
"DICK SMOTHERS",7
"Huell Howser",6
"Jimbo Jones",5
"Nelson Muntz",5
"Chief Wiggum",5
"Kearney Zzyzwicz",4
"DOLPH",4
"Milhouse Van Houten",3
"Director",3
"Apu Nahasapeemapetilon",3
"Executive",2
"Seymour Skinner",2
"Wilbur",2
"Peyton Manning",2
"Eli Manning",2
"Cooper Manning",2
"Otto Mann",2
"Emmy Announcer",1
"Female Presenter",1
"Ralph Wiggum",1
"Maggie Simpson",1
"Orville",1
"TOM",1
"Adult Bart",1
"Adult Lisa",1
"New Sister",1
"KID VOICE",1
"Agnes Skinner",1
"Barney Gumble",1
"Sisters",1
"SMOTHERS BROTHERS",1
