name,count
"Springfield Retirement Castle",26
"Springfield Air and Space Museum",22
"MUSEUM STAGE",19
"BORDER CROSSING, CANADIAN SIDE",13
"Springfield Town Square",13
"Rented Van",10
"Drug Manufacturing Plant",9
"Kwik-E-Mart",9
"Burns Manor",9
"Tarmac",8
"Simpson Home",8
"PLYWOOD PELICAN",8
"Springfield Employment Agency",7
"Backyard",6
"CANADIAN JAIL",6
"Canadian Warehouse",6
"U.S.",5
"Tower Room",5
"KITCHEN",4
"Police Evidence Room",4
"CANADIAN VFW-STYLE BUILDING",4
"STREETS OF WINNIPEG",4
"AIR MUSEUM",3
"CANADIAN PHARMACY",3
"Plane",3
"Krusty the Clown Show Soundstage",2
"Simpson Living Room",2
"Homer's Car",2
"AIRPORT HANGAR",1
