name,count
"Homer Simpson",101
"Lurleen Lumpkin",46
"Marge Simpson",39
"Bart Simpson",8
"Lisa Simpson",7
"Moe Szyslak",5
"Bar Owner",4
"Executive",3
"Ticket Man",2
"Lenny Leonard",2
"D.J.",2
"Krusty the Clown",2
"Snake Jailbird",2
"Mr. Boylan",2
"Announcer",2
"Orville",2
"General",1
"President",1
"Cowboy #1",1
"Cowboy #2",1
"Bartender",1
"Yodelin' Zeke",1
"Nurse",1
"Male Nurse",1
"Carl Carlson",1
"Music Store Owner",1
"Barney Gumble",1
"Salesman",1
"Patty Bouvier",1
"Mule",1
"Young Girl",1
"Girl",1
"Pretty Girl",1
"Hurley",1
"M.C.",1
