name,count
"Homer Simpson",87
"Bart Simpson",36
"Marge Simpson",27
"SVEN-GOLLY",19
"Chief Wiggum",15
"Lisa Simpson",11
"Dr. Julius Hibbert",8
"DON BOOKNER",7
"Lenny Leonard",4
"Milhouse Van Houten",4
"Carl Carlson",3
"Young Grampa",3
"Gary Chalmers",3
"Seymour Skinner",3
"Waylon Smithers",2
"Cletus Spuckler",2
"Lou",2
"C. Montgomery Burns",1
"Smitty",1
"CIRCUS AUDIENCE",1
"FINGERNAIL MAN",1
"Brandine Del Roy",1
"Nelson Muntz",1
"DOLPH",1
"Jimbo Jones",1
"Kearney Zzyzwicz",1
"Krusty the Clown",1
"Usher",1
