name,count
"Homer Simpson",62
"Lisa Simpson",25
"Bart Simpson",24
"Marge Simpson",24
"ALBERT",12
"Moe Szyslak",9
"Comic Book Guy",9
"Milhouse Van Houten",8
"Hans Moleman",5
"Chief Wiggum",5
"Sideshow Mel",4
"Mayor Joe Quimby",4
"Lenny Leonard",3
"YOUNG JEWISH MAN",2
"YOUNG MOLEMAN",2
"C. Montgomery Burns",2
"Groundskeeper Willie",2
"PHARRELL WILLIAMS",2
"PRIDESTERS",2
"Eddie",2
"Grampa Simpson",2
"Adult Bart",2
"Dewey Largo",1
"TUSCALOOSA PEOPLE",1
"The Rich Texan",1
"Singers",1
"Otto Mann",1
"Kids",1
"Nelson Muntz",1
"Ralph Wiggum",1
"Jimbo Jones",1
"Kearney Zzyzwicz",1
"Judge Snyder",1
"Tootsie Childs",1
"Carl Carlson",1
"Julio",1
"Lou",1
"Dr. Julius Hibbert",1
"Kumiko",1
"Adult Lisa",1
