name,count
"Homer Simpson",74
"Marge Simpson",46
"Portia",17
"Bart Simpson",16
"Lisa Simpson",16
"Lenny Leonard",13
"Carl Carlson",12
"Mav",12
"Chief Wiggum",6
"Selma Bouvier",6
"Grampa Simpson",4
"Patty Bouvier",4
"Kirk Van Houten",3
"Worker",2
"Luann Van Houten",2
"Julio",2
"Wife",2
"Moe Szyslak",2
"Mav's Dad",2
"Captain Horatio McCallister",2
"Nelson Muntz",1
"Kent Brockman",1
"Bird Wrangler",1
"Lou",1
"Herb Powell",1
"Ling",1
"Brandine Del Roy",1
"Cletus Spuckler",1
"Grizzly Shawn",1
"Snake Jailbird",1
"Dr. Julius Hibbert",1
"Gil Gunderson",1
"Man",1
