name,count
"Homer Simpson",64
"Bart Simpson",40
"Dr. Zander",38
"Marge Simpson",28
"C. Montgomery Burns",9
"Kareem Abdul-Jabbar",5
"Lenny Leonard",4
"Moe Szyslak",3
"Carl Carlson",2
"Lisa Simpson",2
"RETIRED AFRICAN-AMERICAN",2
"Kent Brockman",2
"Custodial Employee",2
"Grampa Simpson",2
"Edna Krabappel-Flanders",2
"Man In Tux",2
"SHIRLEY TEMPLE-TYPE GIRL",2
"Middle-aged Father",1
"Workers",1
"Worker",1
"Viking Fan",1
"2nd Retired Lineman Masseur",1
"FOOTBALL-HATING INTELLECTUAL",1
"Sideshow Mel",1
"Jimbo Jones",1
"Kearney Zzyzwicz",1
"Gerald",1
"Young Grampa",1
"Young Homer",1
"Sommeliers",1
"Barney Gumble",1
