name,count
"Springfield Town Hall",34
"Springfield Elementary School",30
"Simpson Home",21
"Homer's Car",17
"Street",12
"REPUBLICAN HQ",9
"PARKING STRUCTURE",9
"Springfield Retirement Castle",8
"Bart's Classroom",8
"CIVIC CENTER",7
"Springfield Prison",6
"Springfield Nuclear Power Plant",5
"HALL OF RECORDS",5
"Somewhere",5
"LUNCHEONETTE",4
"Springfield Civic Center",4
"PET CEMETERY",4
"POLLING PLACE",2
"KBBL Studios",1
"Public Library",1
"MRS. MCFEARLY'S HOUSE",1
"KBBL",1
"Sideshow Bob's Limousine",1
