name,count
"Homer Simpson",61
"Marge Simpson",31
"Glen",23
"Lisa Simpson",16
"Groundskeeper Willie",12
"Bart Simpson",11
"Jane",11
"Rev. Timothy Lovejoy",11
"Waylon Smithers",10
"Moe Szyslak",9
"C. Montgomery Burns",9
"Ned Flanders",8
"Kent Brockman",6
"Barney Gumble",5
"Movementarians",5
"Otto Mann",4
"Edna Krabappel-Flanders",4
"Blue-Haired Lawyer",4
"Guard",3
"Announcer",3
"Carl Carlson",3
"Kearney Zzyzwicz",2
"DOLPH",2
"Seymour Skinner",2
"Leader",2
"Cletus Spuckler",2
"Jimbo Jones",1
"Hans Moleman",1
"Clerk",1
"Apu Nahasapeemapetilon",1
"Hari Krishna",1
"Christian",1
"Player #1",1
"Don",1
"Sideshow Mel",1
"Lenny Leonard",1
"Agnes Skinner",1
"Comic Book Guy",1
"Dinosaur",1
"Sentry",1
"BROCKMAN",1
"Homer's Brain",1
"Homer's Stomach",1
"Homer's Feet",1
"THE LEADER",1
